x,y,z,th,ds
-0.8140491875162463,-0.5359623495401362,0.0,-0.5203262832508095,22.77739320752501
-0.8140500532149546,-0.5359581621610172,0.0,-0.5203262832508095,22.77739320752501
-0.8140509197130108,-0.5359539700619336,0.0,-0.5203262832508095,22.77739320752501
-0.8140517867810984,-0.5359497753354748,0.0,-0.5203262832508095,22.77739320752501
-0.8140526542894051,-0.5359455791628336,0.0,-0.5203262832508095,22.77739320752501
-0.8140535221644833,-0.5359413822106721,0.0,-0.5203262832508095,22.77739320752501
-0.8140543903647846,-0.5359371848552429,0.0,-0.5203262832508095,22.77739320752501
-0.8140552588668049,-0.5359329873089033,0.0,-0.5203262832508095,22.77739320752501
-0.8140561276572453,-0.5359287896915215,0.0,-0.5203262832508095,22.77739320752501
-0.8140569967285765,-0.535924592070773,0.0,-0.5203262832508095,22.77739320752501
-0.8140578660765306,-0.5359203944848834,0.0,-0.5203262832508095,22.77739320752501
-0.8140587356986878,-0.5359161969554569,0.0,-0.5203262832508095,22.77739320752501
-0.8140596055936673,-0.5359119994947221,0.0,-0.5203262832508095,22.77739320752501
-0.8140604757606793,-0.5359078021096142,0.0,-0.5203262832508095,22.77739320752501
-0.8140613461992671,-0.5359036048040833,0.0,-0.5203262832508095,22.77739320752501
-0.8140622169091621,-0.5358994075803943,0.0,-0.5203262832508095,22.77739320752501
-0.8140630878902025,-0.5358952104398595,0.0,-0.5203262832508095,22.77739320752501
-0.8140639591422874,-0.5358910133832571,0.0,-0.5203262832508095,22.77739320752501
-0.8140648306653492,-0.5358868164110605,0.0,-0.5203262832508095,22.77739320752501
-0.814065702459339,-0.5358826195235737,0.0,-0.5203262832508095,22.77739320752501
-0.81406657452422,-0.5358784227210026,0.0,-0.5203262832508095,22.77739320752501
-0.8140674468599602,-0.5358742260035014,0.0,-0.5203262832508095,22.77739320752501
-0.8140683194665314,-0.5358700293711912,0.0,-0.5203262832508095,22.77739320752501
-0.8140691923439084,-0.5358658328241763,0.0,-0.5203262832508095,22.77739320752501
-0.8177659132819971,-0.5360610713517858,0.0,-0.5203262832508095,22.77739320752501
-0.818026536231914,-0.5358466499765607,0.0,-0.5203262832508095,22.77739320752501
-0.8141473408447707,-0.5349851901113941,0.0,-0.5203262832508095,22.77739320752501
-0.8145390343427682,-0.5349995980827218,0.0,-0.5203262832508095,22.77739320752501
-0.8092625630560234,-0.5360174950178854,0.0,-0.32643111166206445,56.94270718836277
-0.8073565664531187,-0.5339646322947709,0.0,-0.09899289351155338,49.08862695997572
-0.7994615791832147,-0.5220153796572512,0.0,0.11371910907525554,45.750643615228206
-0.789120389822965,-0.4920846429992468,0.0,0.29534243436091545,52.81932190007178
-0.7804111846748502,-0.46415638651950286,0.0,0.44833145160604343,62.83326179564344
-0.7787553549983792,-0.42971810134665656,0.0,0.44833145160604343,62.83326179564344
-0.7788109547431684,-0.39612188247538654,0.0,0.44833145160604343,62.83326179564344
-0.7846718435602309,-0.3617773542744176,0.0,0.44833145160604343,62.83326179564344
-0.7982322839297645,-0.32287003071209874,0.0,0.44833145160604343,62.83326179564344
-0.8088006032146546,-0.28834382525068686,0.0,0.44833145160604343,62.83326179564344
-0.8198831371361939,-0.25426161220672905,0.0,0.44833145160604343,62.83326179564344
-0.8315524785336733,-0.2195474284293055,0.0,0.44833145160604343,62.83326179564344
-0.8432334421799956,-0.18549970506068275,0.0,0.44833145160604343,62.83326179564344
-0.8552458308001495,-0.1516981589297383,0.0,0.44833145160604343,62.83326179564344
-0.8710090156162478,-0.1174717303232983,0.0,0.44833145160604343,62.83326179564344
-0.8845438628728994,-0.08397310580825254,0.0,0.44833145160604343,62.83326179564344
-0.8978430736905628,-0.05049372405472988,0.0,0.44833145160604343,62.83326179564344
-0.9108047071350547,-0.014089726101810522,0.0,0.44833145160604343,62.83326179564344
-0.9229951977345314,0.020379992405160398,0.0,0.44833145160604343,62.83326179564344
-0.9338537233388761,0.05510583575486375,0.0,0.44833145160604343,62.83326179564344
-0.9431682414971947,0.09214918950295903,0.0,0.44833145160604343,62.83326179564344
-0.9498795296131392,0.12838765028749421,0.0,0.44833145160604343,62.83326179564344
-0.9538123872066947,0.16487758289314455,0.0,0.44833145160604343,62.83326179564344
-0.9523158210618028,0.20120114942484213,0.0,0.44833145160604343,62.83326179564344
-0.9496235024830945,0.23785802742064655,0.0,0.44833145160604343,62.83326179564344
-0.9439472890512411,0.2741968224835345,0.0,0.5151878470855561,129.55214558516016
-0.9328081766838812,0.3122631042090411,0.0,0.40458134082384434,142.67833584548822
-0.9200202661983824,0.34716635951921504,0.0,0.29569811616925235,134.39377099609234
-0.904255558598335,0.3803650635830984,0.0,0.21941158378306674,136.1793402305345
-0.8840818315068906,0.4115803968507703,0.0,0.12841236802046796,136.12939954324156
-0.8632559311430846,0.4419620155958224,0.0,0.012655890777031368,143.17625120207927
-0.8399145402937496,0.4703402845881655,0.0,-0.08096342608977143,154.45023371872307
-0.8224219363664159,0.49747264032087685,0.0,-0.24789129532231963,172.9862831210605
-0.8039405023580893,0.5130823192283233,0.0,-0.45390291776454367,221.905324429781
-0.7984430680991722,0.5163450947410935,0.0,-0.45390291776454367,221.905324429781
-0.7996678411535139,0.5162419084235844,0.0,-0.45390291776454367,221.905324429781
-0.8080786355311614,0.5141661300448952,0.0,-0.45390291776454367,221.905324429781
-0.8170211212551562,0.5127129931406647,0.0,-0.45390291776454367,221.905324429781
-0.8187782867062837,0.5125277845448337,0.0,-0.45390291776454367,221.905324429781
-0.8165189054616021,0.5137751780344156,0.0,-0.45390291776454367,221.905324429781
-0.8162824987160954,0.5139096703428143,0.0,-0.45390291776454367,221.905324429781
-0.8162834582552828,0.5139138044277253,0.0,-0.45390291776454367,221.905324429781
-0.816284419664488,0.5139179459551633,0.0,-0.45390291776454367,221.905324429781
-0.8162853822803274,0.5139220918784518,0.0,-0.45390291776454367,221.905324429781
-0.8162863456924613,0.513926240239297,0.0,-0.45390291776454367,221.905324429781
-0.8162873096681472,0.5139303899287861,0.0,-0.45390291776454367,221.905324429781
-0.8162882740754186,0.5139345403190926,0.0,-0.45390291776454367,221.905324429781
-0.8162892388394576,0.5139386910547722,0.0,-0.45390291776454367,221.905324429781
-0.816290203917842,0.5139428419345837,0.0,-0.45390291776454367,221.905324429781
-0.8162911692865166,0.5139469928445769,0.0,-0.45390291776454367,221.905324429781
-0.8162921349318341,0.5139511437202154,0.0,-0.45390291776454367,221.905324429781
-0.8162931008460469,0.5139552945249339,0.0,-0.45390291776454367,221.905324429781
-0.8162940670247509,0.5139594452379996,0.0,-0.45390291776454367,221.905324429781
-0.8162950334654372,0.5139635958476443,0.0,-0.45390291776454367,221.905324429781
-0.8162960001666711,0.5139677463471715,0.0,-0.45390291776454367,221.905324429781
-0.816296967127626,0.5139718967327577,0.0,-0.45390291776454367,221.905324429781
-0.8162979343478195,0.513976047002204,0.0,-0.45390291776454367,221.905324429781
-0.8162989018269672,0.5139801971542338,0.0,-0.45390291776454367,221.905324429781
-0.8162998695648936,0.51398434718809,0.0,-0.45390291776454367,221.905324429781
-0.8163008375614862,0.51398849710331,0.0,-0.45390291776454367,221.905324429781
-0.8163018058166687,0.5139926468995997,0.0,-0.45390291776454367,221.905324429781
-0.816302774330384,0.5139967965767573,0.0,-0.45390291776454367,221.905324429781
-0.8163037431025867,0.5140009461346372,0.0,-0.45390291776454367,221.905324429781
-0.8163047121332386,0.5140050955731218,0.0,-0.45390291776454367,221.905324429781
-0.816305681422305,0.5140092448921123,0.0,-0.45390291776454367,221.905324429781
-0.8163066509697526,0.5140133940915186,0.0,-0.45390291776454367,221.905324429781
-0.8163076207755495,0.5140175431712566,0.0,-0.45390291776454367,221.905324429781
-0.8163085908396643,0.5140216921312449,0.0,-0.45390291776454367,221.905324429781
-0.8163095611620687,0.5140258409714045,0.0,-0.45390291776454367,221.905324429781
-0.8163105317427277,0.5140299896916563,0.0,-0.45390291776454367,221.905324429781
-0.8163115025816143,0.5140341382919239,0.0,-0.45390291776454367,221.905324429781
-0.8163124736786967,0.5140382867721286,0.0,-0.45390291776454367,221.905324429781
-0.816313445033945,0.5140424351321934,0.0,-0.45390291776454367,221.905324429781
-0.816314416647329,0.5140465833720418,0.0,-0.45390291776454367,221.905324429781
-0.8163153885188178,0.5140507314915965,0.0,-0.45390291776454367,221.905324429781
-0.8163163606483812,0.5140548794907802,0.0,-0.45390291776454367,221.905324429781
-0.8163173330359889,0.5140590273695149,0.0,-0.45390291776454367,221.905324429781
-0.8163183056816098,0.5140631751277243,0.0,-0.45390291776454367,221.905324429781
-0.8163192785852148,0.5140673227653323,0.0,-0.45390291776454367,221.905324429781
-0.8163202517467728,0.5140714702822613,0.0,-0.45390291776454367,221.905324429781
-0.8163212251662534,0.5140756176784346,0.0,-0.45390291776454367,221.905324429781
-0.8163221988436258,0.5140797649537756,0.0,-0.45390291776454367,221.905324429781
-0.8163231727788597,0.5140839121082069,0.0,-0.45390291776454367,221.905324429781
-0.8163241469719248,0.5140880591416516,0.0,-0.45390291776454367,221.905324429781
-0.8163251214227901,0.5140922060540327,0.0,-0.45390291776454367,221.905324429781
-0.8163260961314255,0.514096352845273,0.0,-0.45390291776454367,221.905324429781
-0.8163270710978,0.5141004995152963,0.0,-0.45390291776454367,221.905324429781
-0.8163280463218843,0.5141046460640262,0.0,-0.45390291776454367,221.905324429781
-0.816329021803647,0.5141087924913847,0.0,-0.45390291776454367,221.905324429781
-0.816329997543057,0.5141129387972959,0.0,-0.45390291776454367,221.905324429781
-0.8163309735400845,0.5141170849816826,0.0,-0.45390291776454367,221.905324429781
-0.8163319497946987,0.5141212310444685,0.0,-0.45390291776454367,221.905324429781
-0.8163329263068686,0.5141253769855763,0.0,-0.45390291776454367,221.905324429781
-0.8163339030765638,0.5141295228049291,0.0,-0.45390291776454367,221.905324429781
-0.8163348801037528,0.5141336685024508,0.0,-0.45390291776454367,221.905324429781
-0.8163358573884064,0.5141378140780634,0.0,-0.45390291776454367,221.905324429781
-0.8163368349304935,0.514141959531691,0.0,-0.45390291776454367,221.905324429781
-0.8163378127299824,0.5141461048632574,0.0,-0.45390291776454367,221.905324429781
-0.8163387907868433,0.5141502500726838,0.0,-0.45390291776454367,221.905324429781
-0.8163397691010456,0.5141543951598957,0.0,-0.45390291776454367,221.905324429781
-0.8163407476725579,0.5141585401248155,0.0,-0.45390291776454367,221.905324429781
-0.8163417265013497,0.5141626849673672,0.0,-0.45390291776454367,221.905324429781
-0.8163427055873901,0.514166829687473,0.0,-0.45390291776454367,221.905324429781
-0.8163436849306482,0.5141709742850573,0.0,-0.45390291776454367,221.905324429781
-0.8163446645310939,0.5141751187600428,0.0,-0.45390291776454367,221.905324429781
-0.8163456443886957,0.5141792631123534,0.0,-0.45390291776454367,221.905324429781
-0.8163466245034231,0.514183407341912,0.0,-0.45390291776454367,221.905324429781
-0.816347604875245,0.5141875514486423,0.0,-0.45390291776454367,221.905324429781
-0.8163485855041305,0.5141916954324675,0.0,-0.45390291776454367,221.905324429781
-0.8163495663900486,0.5141958392933113,0.0,-0.45390291776454367,221.905324429781
-0.8163505475329687,0.5141999830310967,0.0,-0.45390291776454367,221.905324429781
-0.8163515289328593,0.514204126645747,0.0,-0.45390291776454367,221.905324429781
-0.8163525105896902,0.514208270137186,0.0,-0.45390291776454367,221.905324429781
-0.81635349250343,0.5142124135053373,0.0,-0.45390291776454367,221.905324429781
-0.8163544746740476,0.5142165567501243,0.0,-0.45390291776454367,221.905324429781
-0.8163554571015126,0.5142206998714702,0.0,-0.45390291776454367,221.905324429781
-0.8163564397857932,0.5142248428692989,0.0,-0.45390291776454367,221.905324429781
-0.8163574227268587,0.514228985743534,0.0,-0.45390291776454367,221.905324429781
-0.8163584059246788,0.5142331284940982,0.0,-0.45390291776454367,221.905324429781
-0.8163593893792217,0.5142372711209159,0.0,-0.45390291776454367,221.905324429781
-0.8163603730904576,0.51424141362391,0.0,-0.45390291776454367,221.905324429781
-0.8163613570583533,0.5142455560030044,0.0,-0.45390291776454367,221.905324429781
-0.8163623412828781,0.5142496982581218,0.0,-0.45390291776454367,221.905324429781
-0.8163633257640021,0.5142538403891879,0.0,-0.45390291776454367,221.905324429781
-0.816364310501693,0.5142579823961224,0.0,-0.45390291776454367,221.905324429781
-0.8163652954959199,0.514262124278852,0.0,-0.45390291776454367,221.905324429781
-0.8163662807466522,0.514266266037299,0.0,-0.45390291776454367,221.905324429781
-0.8163672662538584,0.5142704076713879,0.0,-0.45390291776454367,221.905324429781
-0.8163682520175073,0.5142745491810423,0.0,-0.45390291776454367,221.905324429781
-0.8163692380375679,0.5142786905661855,0.0,-0.45390291776454367,221.905324429781
-0.8163702243140089,0.5142828318267421,0.0,-0.45390291776454367,221.905324429781
-0.8163712108467989,0.514286972962635,0.0,-0.45390291776454367,221.905324429781
-0.8163721976359068,0.5142911139737881,0.0,-0.45390291776454367,221.905324429781
-0.8163731846813014,0.514295254860125,0.0,-0.45390291776454367,221.905324429781
-0.8163741719829513,0.5142993956215692,0.0,-0.45390291776454367,221.905324429781
-0.8163751595408256,0.5143035362580449,0.0,-0.45390291776454367,221.905324429781
-0.8163761473548922,0.5143076767694755,0.0,-0.45390291776454367,221.905324429781
-0.8163771354251204,0.5143118171557853,0.0,-0.45390291776454367,221.905324429781
-0.8163781237514786,0.5143159574168974,0.0,-0.45390291776454367,221.905324429781
-0.8163791123339355,0.5143200975527357,0.0,-0.45390291776454367,221.905324429781
-0.8163801011724592,0.5143242375632241,0.0,-0.45390291776454367,221.905324429781
-0.8163810902670197,0.5143283774482866,0.0,-0.45390291776454367,221.905324429781
-0.8163820796175842,0.5143325172078469,0.0,-0.45390291776454367,221.905324429781
-0.8163830692241225,0.5143366568418282,0.0,-0.45390291776454367,221.905324429781
-0.8163840590866017,0.5143407963501544,0.0,-0.45390291776454367,221.905324429781
-0.8163850492049922,0.5143449357327501,0.0,-0.45390291776454367,221.905324429781
-0.8163860395792605,0.5143490749895387,0.0,-0.45390291776454367,221.905324429781
-0.8163870302093765,0.5143532141204448,0.0,-0.45390291776454367,221.905324429781
-0.8163880210953081,0.5143573531253915,0.0,-0.45390291776454367,221.905324429781
-0.8163890122370249,0.5143614920043025,0.0,-0.45390291776454367,221.905324429781
-0.8163900036344938,0.5143656307571026,0.0,-0.45390291776454367,221.905324429781
-0.8163909952876842,0.5143697693837147,0.0,-0.45390291776454367,221.905324429781
-0.8163919871965643,0.5143739078840638,0.0,-0.45390291776454367,221.905324429781
-0.8163929793611028,0.5143780462580729,0.0,-0.45390291776454367,221.905324429781
-0.8163939717812674,0.5143821845056668,0.0,-0.45390291776454367,221.905324429781
-0.8163949644570272,0.5143863226267688,0.0,-0.45390291776454367,221.905324429781
-0.8163959573883502,0.5143904606213028,0.0,-0.45390291776454367,221.905324429781
-0.816396950575205,0.5143945984891932,0.0,-0.45390291776454367,221.905324429781
-0.8163979440175602,0.5143987362303637,0.0,-0.45390291776454367,221.905324429781
-0.8163989377153833,0.5144028738447389,0.0,-0.45390291776454367,221.905324429781
-0.8163999316686434,0.5144070113322421,0.0,-0.45390291776454367,221.905324429781
-0.8164009258773082,0.514411148692797,0.0,-0.45390291776454367,221.905324429781
-0.8164019203413467,0.514415285926329,0.0,-0.45390291776454367,221.905324429781
-0.816402915060727,0.5144194230327617,0.0,-0.45390291776454367,221.905324429781
-0.8164039100354171,0.5144235600120184,0.0,-0.45390291776454367,221.905324429781
-0.8164049052653854,0.5144276968640235,0.0,-0.45390291776454367,221.905324429781
-0.8164059007506003,0.514431833588701,0.0,-0.45390291776454367,221.905324429781
-0.8164068964910293,0.5144359701859748,0.0,-0.45390291776454367,221.905324429781
-0.8164078924866414,0.5144401066557692,0.0,-0.45390291776454367,221.905324429781
-0.8164088887374037,0.5144442429980096,0.0,-0.45390291776454367,221.905324429781
-0.8164098852432878,0.5144483792126184,0.0,-0.45390291776454367,221.905324429781
-0.8164108820042585,0.5144525152995211,0.0,-0.45390291776454367,221.905324429781
-0.8164118790202838,0.5144566512586416,0.0,-0.45390291776454367,221.905324429781
-0.8164128762913322,0.514460787089904,0.0,-0.45390291776454367,221.905324429781
-0.8164138738173726,0.5144649227932326,0.0,-0.45390291776454367,221.905324429781
-0.8164148715983723,0.5144690583685508,0.0,-0.45390291776454367,221.905324429781
-0.8164158696343007,0.514473193815784,0.0,-0.45390291776454367,221.905324429781
-0.8164168679251248,0.5144773291348554,0.0,-0.45390291776454367,221.905324429781
-0.8164178664708128,0.5144814643256896,0.0,-0.45390291776454367,221.905324429781
-0.8164188652713329,0.5144855993882118,0.0,-0.45390291776454367,221.905324429781
-0.8164198643266531,0.5144897343223445,0.0,-0.45390291776454367,221.905324429781
-0.8164208636367419,0.5144938691280138,0.0,-0.45390291776454367,221.905324429781
-0.816421863201567,0.514498003805143,0.0,-0.45390291776454367,221.905324429781
-0.8164228630210963,0.5145021383536564,0.0,-0.45390291776454367,221.905324429781
-0.8164238630952977,0.514506272773479,0.0,-0.45390291776454367,221.905324429781
-0.8164248634241389,0.5145104070645345,0.0,-0.45390291776454367,221.905324429781
-0.8164258640075882,0.5145145412267474,0.0,-0.45390291776454367,221.905324429781
-0.8164268648456136,0.5145186752600419,0.0,-0.45390291776454367,221.905324429781
-0.8164278659381826,0.514522809164343,0.0,-0.45390291776454367,221.905324429781
-0.8164288672852625,0.5145269429395736,0.0,-0.45390291776454367,221.905324429781
-0.8164298688868228,0.5145310765856591,0.0,-0.45390291776454367,221.905324429781
-0.816430870742831,0.514535210102524,0.0,-0.45390291776454367,221.905324429781
-0.8164318728532536,0.5145393434900924,0.0,-0.45390291776454367,221.905324429781
-0.8164328752180597,0.5145434767482894,0.0,-0.45390291776454367,221.905324429781
-0.8164338778372167,0.514547609877039,0.0,-0.45390291776454367,221.905324429781
-0.8164348807106927,0.5145517428762656,0.0,-0.45390291776454367,221.905324429781
-0.8164358838384552,0.5145558757458939,0.0,-0.45390291776454367,221.905324429781
-0.8164368872204718,0.514560008485848,0.0,-0.45390291776454367,221.905324429781
-0.8164378908567105,0.5145641410960531,0.0,-0.45390291776454367,221.905324429781
-0.8164388947471392,0.5145682735764333,0.0,-0.45390291776454367,221.905324429781
-0.8164398988917253,0.5145724059269129,0.0,-0.45390291776454367,221.905324429781
-0.8164409032904371,0.5145765381474168,0.0,-0.45390291776454367,221.905324429781
-0.8164419079432417,0.5145806702378694,0.0,-0.45390291776454367,221.905324429781
-0.8164429128501063,0.514584802198195,0.0,-0.45390291776454367,221.905324429781
-0.8164439180109997,0.5145889340283178,0.0,-0.45390291776454367,221.905324429781
-0.8164449234258889,0.5145930657281632,0.0,-0.45390291776454367,221.905324429781
-0.8164459290947413,0.5145971972976549,0.0,-0.45390291776454367,221.905324429781
-0.8164469350175242,0.5146013287367179,0.0,-0.45390291776454367,221.905324429781
-0.8164479411942068,0.5146054600452773,0.0,-0.45390291776454367,221.905324429781
-0.8164489476247558,0.5146095912232574,0.0,-0.45390291776454367,221.905324429781
-0.8164499543091386,0.5146137222705833,0.0,-0.45390291776454367,221.905324429781
-0.8164509612473229,0.5146178531871782,0.0,-0.45390291776454367,221.905324429781
-0.8164519684392767,0.5146219839729688,0.0,-0.45390291776454367,221.905324429781
-0.8164529758849667,0.5146261146278789,0.0,-0.45390291776454367,221.905324429781
-0.8164539835843613,0.5146302451518339,0.0,-0.45390291776454367,221.905324429781
-0.8164549915374272,0.5146343755447575,0.0,-0.45390291776454367,221.905324429781
-0.8164559997441324,0.5146385058065751,0.0,-0.45390291776454367,221.905324429781
-0.8164570082044448,0.5146426359372112,0.0,-0.45390291776454367,221.905324429781
-0.8164580169183309,0.5146467659365901,0.0,-0.45390291776454367,221.905324429781
-0.8164590258857592,0.5146508958046372,0.0,-0.45390291776454367,221.905324429781
-0.8164600351066962,0.5146550255412775,0.0,-0.45390291776454367,221.905324429781
-0.8164610445811092,0.5146591551464348,0.0,-0.45390291776454367,221.905324429781
-0.8164620543089661,0.5146632846200347,0.0,-0.45390291776454367,221.905324429781
-0.8164630642902343,0.514667413962002,0.0,-0.45390291776454367,221.905324429781
-0.8164640745248809,0.5146715431722607,0.0,-0.45390291776454367,221.905324429781
-0.8164650850128737,0.5146756722507364,0.0,-0.45390291776454367,221.905324429781
-0.8164660957541795,0.514679801197354,0.0,-0.45390291776454367,221.905324429781
-0.8164671067487661,0.5146839300120385,0.0,-0.45390291776454367,221.905324429781
-0.8164681179966008,0.5146880586947143,0.0,-0.45390291776454367,221.905324429781
-0.8164691294976507,0.5146921872453067,0.0,-0.45390291776454367,221.905324429781
-0.816470141251883,0.5146963156637403,0.0,-0.45390291776454367,221.905324429781
-0.816471153259265,0.5147004439499403,0.0,-0.45390291776454367,221.905324429781
-0.8164721655197643,0.5147045721038316,0.0,-0.45390291776454367,221.905324429781
-0.8164731780333477,0.5147087001253386,0.0,-0.45390291776454367,221.905324429781
-0.8164741907999823,0.5147128280143864,0.0,-0.45390291776454367,221.905324429781
-0.8164752038196358,0.5147169557709002,0.0,-0.45390291776454367,221.905324429781
-0.8164762170922754,0.5147210833948048,0.0,-0.45390291776454367,221.905324429781
-0.8164772306178679,0.5147252108860263,0.0,-0.45390291776454367,221.905324429781
-0.8164782443963811,0.5147293382444889,0.0,-0.45390291776454367,221.905324429781
-0.8164792584277812,0.5147334654701176,0.0,-0.45390291776454367,221.905324429781
-0.8164802727120363,0.5147375925628374,0.0,-0.45390291776454367,221.905324429781
-0.8164812872491131,0.5147417195225732,0.0,-0.45390291776454367,221.905324429781
-0.8164823020389781,0.5147458463492504,0.0,-0.45390291776454367,221.905324429781
-0.8164833170815987,0.5147499730427939,0.0,-0.45390291776454367,221.905324429781
-0.8164843323769415,0.5147540996031289,0.0,-0.45390291776454367,221.905324429781
-0.8164853479249762,0.5147582260301801,0.0,-0.45390291776454367,221.905324429781
-0.8164863637256679,0.5147623523238731,0.0,-0.45390291776454367,221.905324429781
-0.8164873797789832,0.5147664784841323,0.0,-0.45390291776454367,221.905324429781
-0.8164883960848897,0.5147706045108833,0.0,-0.45390291776454367,221.905324429781
-0.8164894126433543,0.5147747304040515,0.0,-0.45390291776454367,221.905324429781
-0.8164904294543437,0.5147788561635618,0.0,-0.45390291776454367,221.905324429781
-0.8164914465178259,0.5147829817893397,0.0,-0.45390291776454367,221.905324429781
-0.816492463833767,0.5147871072813099,0.0,-0.45390291776454367,221.905324429781
-0.8261103360524275,0.5140718046207462,0.0,-0.45390291776454367,221.905324429781
-0.8554731015272408,0.5132735162733582,0.0,-0.45390291776454367,221.905324429781
-0.8854664340840875,0.5151552594215983,0.0,-0.45390291776454367,221.905324429781
-0.9038188636883164,0.5182078704636289,0.0,-0.45390291776454367,221.905324429781
-0.9069857488517693,0.5199443096824526,0.0,-0.45390291776454367,221.905324429781
-0.9040556080404779,0.5189799638674703,0.0,-0.45390291776454367,221.905324429781
-0.8989000359214281,0.5149457058773876,0.0,-0.45390291776454367,221.905324429781
-0.8864759260582047,0.5062364580919179,0.0,-0.45390291776454367,221.905324429781
-0.8642054671784264,0.489397117491578,0.0,-0.45390291776454367,221.905324429781
-0.8373249826792861,0.465994751784869,0.0,-0.45390291776454367,221.905324429781
-0.8108491416412084,0.4428454897609804,0.0,-0.45390291776454367,221.905324429781
-0.7833565887583679,0.4204486720378861,0.0,-0.45390291776454367,221.905324429781
-0.7545082208601225,0.39990787749960854,0.0,-0.45390291776454367,221.905324429781
-0.7245040038676104,0.3808648114116429,0.0,-0.45390291776454367,221.905324429781
-0.6931174959598216,0.3652613806328607,0.0,-0.45390291776454367,221.905324429781
-0.6602223042981253,0.3533890547877185,0.0,-0.45390291776454367,221.905324429781
-0.6264542629363667,0.34615888588831334,0.0,-0.45390291776454367,221.905324429781
-0.5916169861231854,0.34069847104761397,0.0,-0.45390291776454367,221.905324429781
-0.5567117621113847,0.3378864345730756,0.0,-0.45390291776454367,221.905324429781
-0.5216739977617363,0.33693257989839714,0.0,-0.45390291776454367,221.905324429781
-0.48643813745684994,0.337755477646734,0.0,-0.45390291776454367,221.905324429781
-0.45327965751917754,0.34062487645898887,0.0,-0.45390291776454367,221.905324429781
-0.4182984475644103,0.34510640027651923,0.0,-0.45390291776454367,221.905324429781
